"Kod";"Nazwa";"Rodzaje obiektów";"Rodzaje placówek";"Rok";"Wartosc";"Jednostka miary";"Atrybut"
1600000;"OPOLSKIE";"ośrodki kolonijne";"bary i kawiarnie";"2021";0;"ob.";""
1600000;"OPOLSKIE";"ośrodki kolonijne";"bary i kawiarnie";"2022";0;"ob.";""
1600000;"OPOLSKIE";"ośrodki kolonijne";"stołówki";"2019";1;"ob.";""
1600000;"OPOLSKIE";"ośrodki kolonijne";"stołówki";"2020";1;"ob.";""
1600000;"OPOLSKIE";"ośrodki kolonijne";"stołówki";"2021";0;"ob.";""
1600000;"OPOLSKIE";"ośrodki kolonijne";"stołówki";"2022";0;"ob.";""
1600000;"OPOLSKIE";"ośrodki kolonijne";"punkty gastronomiczne";"2019";0;"ob.";""
1600000;"OPOLSKIE";"ośrodki kolonijne";"punkty gastronomiczne";"2020";0;"ob.";""
1600000;"OPOLSKIE";"ośrodki kolonijne";"punkty gastronomiczne";"2021";0;"ob.";""
1600000;"OPOLSKIE";"ośrodki kolonijne";"punkty gastronomiczne";"2022";0;"ob.";""
1600000;"OPOLSKIE";"ośrodki szkoleniowo-wypoczynkowe";"restauracje";"2019";0;"ob.";""
1600000;"OPOLSKIE";"ośrodki szkoleniowo-wypoczynkowe";"restauracje";"2020";0;"ob.";""
1600000;"OPOLSKIE";"ośrodki szkoleniowo-wypoczynkowe";"restauracje";"2021";0;"ob.";""
1600000;"OPOLSKIE";"ośrodki szkoleniowo-wypoczynkowe";"restauracje";"2022";0;"ob.";""
1600000;"OPOLSKIE";"ośrodki szkoleniowo-wypoczynkowe";"bary i kawiarnie";"2019";0;"ob.";""
1600000;"OPOLSKIE";"ośrodki szkoleniowo-wypoczynkowe";"bary i kawiarnie";"2020";0;"ob.";""
1600000;"OPOLSKIE";"ośrodki szkoleniowo-wypoczynkowe";"bary i kawiarnie";"2021";0;"ob.";""
1600000;"OPOLSKIE";"ośrodki szkoleniowo-wypoczynkowe";"bary i kawiarnie";"2022";0;"ob.";""
1600000;"OPOLSKIE";"ośrodki szkoleniowo-wypoczynkowe";"stołówki";"2019";3;"ob.";""
1600000;"OPOLSKIE";"ośrodki szkoleniowo-wypoczynkowe";"stołówki";"2020";3;"ob.";""
1600000;"OPOLSKIE";"ośrodki szkoleniowo-wypoczynkowe";"stołówki";"2021";3;"ob.";""
1600000;"OPOLSKIE";"ośrodki szkoleniowo-wypoczynkowe";"stołówki";"2022";3;"ob.";""
1600000;"OPOLSKIE";"ośrodki szkoleniowo-wypoczynkowe";"punkty gastronomiczne";"2019";1;"ob.";""
1600000;"OPOLSKIE";"ośrodki szkoleniowo-wypoczynkowe";"punkty gastronomiczne";"2020";1;"ob.";""
1600000;"OPOLSKIE";"ośrodki szkoleniowo-wypoczynkowe";"punkty gastronomiczne";"2021";1;"ob.";""
1600000;"OPOLSKIE";"ośrodki szkoleniowo-wypoczynkowe";"punkty gastronomiczne";"2022";1;"ob.";""
1600000;"OPOLSKIE";"domy pracy twórczej";"restauracje";"2019";0;"ob.";""
1600000;"OPOLSKIE";"domy pracy twórczej";"restauracje";"2020";0;"ob.";""
1600000;"OPOLSKIE";"domy pracy twórczej";"restauracje";"2021";0;"ob.";""
1600000;"OPOLSKIE";"domy pracy twórczej";"restauracje";"2022";0;"ob.";""
1600000;"OPOLSKIE";"domy pracy twórczej";"bary i kawiarnie";"2019";0;"ob.";""
1600000;"OPOLSKIE";"domy pracy twórczej";"bary i kawiarnie";"2020";0;"ob.";""
1600000;"OPOLSKIE";"domy pracy twórczej";"bary i kawiarnie";"2021";0;"ob.";""
1600000;"OPOLSKIE";"domy pracy twórczej";"bary i kawiarnie";"2022";0;"ob.";""
1600000;"OPOLSKIE";"domy pracy twórczej";"stołówki";"2019";0;"ob.";""
1600000;"OPOLSKIE";"domy pracy twórczej";"stołówki";"2020";0;"ob.";""
1600000;"OPOLSKIE";"domy pracy twórczej";"stołówki";"2021";0;"ob.";""
1600000;"OPOLSKIE";"domy pracy twórczej";"stołówki";"2022";0;"ob.";""
1600000;"OPOLSKIE";"domy pracy twórczej";"punkty gastronomiczne";"2019";0;"ob.";""
1600000;"OPOLSKIE";"domy pracy twórczej";"punkty gastronomiczne";"2020";0;"ob.";""
1600000;"OPOLSKIE";"domy pracy twórczej";"punkty gastronomiczne";"2021";0;"ob.";""
1600000;"OPOLSKIE";"domy pracy twórczej";"punkty gastronomiczne";"2022";0;"ob.";""
1600000;"OPOLSKIE";"zespoły domków turystycznych";"restauracje";"2019";1;"ob.";""
1600000;"OPOLSKIE";"zespoły domków turystycznych";"restauracje";"2020";1;"ob.";""
1600000;"OPOLSKIE";"zespoły domków turystycznych";"restauracje";"2021";0;"ob.";""
1600000;"OPOLSKIE";"zespoły domków turystycznych";"restauracje";"2022";0;"ob.";""
1600000;"OPOLSKIE";"zespoły domków turystycznych";"bary i kawiarnie";"2019";1;"ob.";""
1600000;"OPOLSKIE";"zespoły domków turystycznych";"bary i kawiarnie";"2020";1;"ob.";""
1600000;"OPOLSKIE";"zespoły domków turystycznych";"bary i kawiarnie";"2021";0;"ob.";""
1600000;"OPOLSKIE";"zespoły domków turystycznych";"bary i kawiarnie";"2022";0;"ob.";""
1600000;"OPOLSKIE";"zespoły domków turystycznych";"stołówki";"2019";0;"ob.";""
1600000;"OPOLSKIE";"zespoły domków turystycznych";"stołówki";"2020";0;"ob.";""
1600000;"OPOLSKIE";"zespoły domków turystycznych";"stołówki";"2021";0;"ob.";""
1600000;"OPOLSKIE";"zespoły domków turystycznych";"stołówki";"2022";0;"ob.";""
1600000;"OPOLSKIE";"zespoły domków turystycznych";"punkty gastronomiczne";"2019";0;"ob.";""
1600000;"OPOLSKIE";"zespoły domków turystycznych";"punkty gastronomiczne";"2020";0;"ob.";""
1600000;"OPOLSKIE";"zespoły domków turystycznych";"punkty gastronomiczne";"2021";1;"ob.";""
1600000;"OPOLSKIE";"zespoły domków turystycznych";"punkty gastronomiczne";"2022";1;"ob.";""
1600000;"OPOLSKIE";"kempingi";"restauracje";"2019";1;"ob.";""
1600000;"OPOLSKIE";"kempingi";"restauracje";"2020";1;"ob.";""
1600000;"OPOLSKIE";"kempingi";"restauracje";"2021";0;"ob.";""
1600000;"OPOLSKIE";"kempingi";"restauracje";"2022";0;"ob.";""
1600000;"OPOLSKIE";"kempingi";"bary i kawiarnie";"2019";2;"ob.";""
1600000;"OPOLSKIE";"kempingi";"bary i kawiarnie";"2020";2;"ob.";""
1600000;"OPOLSKIE";"kempingi";"bary i kawiarnie";"2021";1;"ob.";""
1600000;"OPOLSKIE";"kempingi";"bary i kawiarnie";"2022";1;"ob.";""
1600000;"OPOLSKIE";"kempingi";"stołówki";"2019";0;"ob.";""
1600000;"OPOLSKIE";"kempingi";"stołówki";"2020";0;"ob.";""
1600000;"OPOLSKIE";"kempingi";"stołówki";"2021";0;"ob.";""
1600000;"OPOLSKIE";"kempingi";"stołówki";"2022";0;"ob.";""
1600000;"OPOLSKIE";"kempingi";"punkty gastronomiczne";"2019";0;"ob.";""
1600000;"OPOLSKIE";"kempingi";"punkty gastronomiczne";"2020";0;"ob.";""
1600000;"OPOLSKIE";"kempingi";"punkty gastronomiczne";"2021";1;"ob.";""
1600000;"OPOLSKIE";"kempingi";"punkty gastronomiczne";"2022";0;"ob.";""
1600000;"OPOLSKIE";"pola biwakowe";"restauracje";"2019";0;"ob.";""
1600000;"OPOLSKIE";"pola biwakowe";"restauracje";"2020";0;"ob.";""
1600000;"OPOLSKIE";"pola biwakowe";"restauracje";"2021";0;"ob.";""
1600000;"OPOLSKIE";"pola biwakowe";"restauracje";"2022";0;"ob.";""
1600000;"OPOLSKIE";"pola biwakowe";"bary i kawiarnie";"2019";1;"ob.";""
1600000;"OPOLSKIE";"pola biwakowe";"bary i kawiarnie";"2020";1;"ob.";""
1600000;"OPOLSKIE";"pola biwakowe";"bary i kawiarnie";"2021";0;"ob.";""
1600000;"OPOLSKIE";"pola biwakowe";"bary i kawiarnie";"2022";0;"ob.";""
1600000;"OPOLSKIE";"pola biwakowe";"stołówki";"2019";0;"ob.";""
1600000;"OPOLSKIE";"pola biwakowe";"stołówki";"2020";0;"ob.";""
1600000;"OPOLSKIE";"pola biwakowe";"stołówki";"2021";0;"ob.";""
1600000;"OPOLSKIE";"pola biwakowe";"stołówki";"2022";0;"ob.";""
1600000;"OPOLSKIE";"pola biwakowe";"punkty gastronomiczne";"2019";0;"ob.";""
1600000;"OPOLSKIE";"pola biwakowe";"punkty gastronomiczne";"2020";1;"ob.";""
1600000;"OPOLSKIE";"pola biwakowe";"punkty gastronomiczne";"2021";1;"ob.";""
1600000;"OPOLSKIE";"pola biwakowe";"punkty gastronomiczne";"2022";1;"ob.";""
1600000;"OPOLSKIE";"hostele";"restauracje";"2019";0;"ob.";""
1600000;"OPOLSKIE";"hostele";"restauracje";"2020";0;"ob.";""
1600000;"OPOLSKIE";"hostele";"restauracje";"2021";0;"ob.";""
1600000;"OPOLSKIE";"hostele";"restauracje";"2022";0;"ob.";""
1600000;"OPOLSKIE";"hostele";"bary i kawiarnie";"2019";0;"ob.";""
1600000;"OPOLSKIE";"hostele";"bary i kawiarnie";"2020";0;"ob.";""
1600000;"OPOLSKIE";"hostele";"bary i kawiarnie";"2021";0;"ob.";""
1600000;"OPOLSKIE";"hostele";"bary i kawiarnie";"2022";0;"ob.";""
1600000;"OPOLSKIE";"hostele";"stołówki";"2019";0;"ob.";""
1600000;"OPOLSKIE";"hostele";"stołówki";"2020";0;"ob.";""
1600000;"OPOLSKIE";"hostele";"stołówki";"2021";0;"ob.";""
1600000;"OPOLSKIE";"hostele";"stołówki";"2022";0;"ob.";""
1600000;"OPOLSKIE";"hostele";"punkty gastronomiczne";"2019";0;"ob.";""
1600000;"OPOLSKIE";"hostele";"punkty gastronomiczne";"2020";0;"ob.";""
1600000;"OPOLSKIE";"hostele";"punkty gastronomiczne";"2021";0;"ob.";""
1600000;"OPOLSKIE";"hostele";"punkty gastronomiczne";"2022";0;"ob.";""
1600000;"OPOLSKIE";"zakłady uzdrowiskowe";"restauracje";"2019";0;"ob.";""
1600000;"OPOLSKIE";"zakłady uzdrowiskowe";"restauracje";"2020";0;"ob.";""
1600000;"OPOLSKIE";"zakłady uzdrowiskowe";"restauracje";"2021";0;"ob.";""
1600000;"OPOLSKIE";"zakłady uzdrowiskowe";"restauracje";"2022";0;"ob.";""
1600000;"OPOLSKIE";"zakłady uzdrowiskowe";"bary i kawiarnie";"2019";0;"ob.";""
1600000;"OPOLSKIE";"zakłady uzdrowiskowe";"bary i kawiarnie";"2020";0;"ob.";""
1600000;"OPOLSKIE";"zakłady uzdrowiskowe";"bary i kawiarnie";"2021";0;"ob.";""
1600000;"OPOLSKIE";"zakłady uzdrowiskowe";"bary i kawiarnie";"2022";0;"ob.";""
1600000;"OPOLSKIE";"zakłady uzdrowiskowe";"stołówki";"2019";0;"ob.";""
1600000;"OPOLSKIE";"zakłady uzdrowiskowe";"stołówki";"2020";0;"ob.";""
1600000;"OPOLSKIE";"zakłady uzdrowiskowe";"stołówki";"2021";0;"ob.";""
1600000;"OPOLSKIE";"zakłady uzdrowiskowe";"stołówki";"2022";0;"ob.";""
1600000;"OPOLSKIE";"zakłady uzdrowiskowe";"punkty gastronomiczne";"2019";0;"ob.";""
1600000;"OPOLSKIE";"zakłady uzdrowiskowe";"punkty gastronomiczne";"2020";0;"ob.";""
1600000;"OPOLSKIE";"zakłady uzdrowiskowe";"punkty gastronomiczne";"2021";0;"ob.";""
1600000;"OPOLSKIE";"zakłady uzdrowiskowe";"punkty gastronomiczne";"2022";0;"ob.";""
1600000;"OPOLSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"restauracje";"2019";2;"ob.";""
1600000;"OPOLSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"restauracje";"2020";2;"ob.";""
1600000;"OPOLSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"restauracje";"2021";0;"ob.";""
1600000;"OPOLSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"restauracje";"2022";0;"ob.";""
1600000;"OPOLSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"bary i kawiarnie";"2019";1;"ob.";""
1600000;"OPOLSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"bary i kawiarnie";"2020";1;"ob.";""
1600000;"OPOLSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"bary i kawiarnie";"2021";1;"ob.";""
1600000;"OPOLSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"bary i kawiarnie";"2022";1;"ob.";""
1600000;"OPOLSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"stołówki";"2019";3;"ob.";""
1600000;"OPOLSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"stołówki";"2020";2;"ob.";""
1600000;"OPOLSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"stołówki";"2021";3;"ob.";""
1600000;"OPOLSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"stołówki";"2022";2;"ob.";""
1600000;"OPOLSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"punkty gastronomiczne";"2019";2;"ob.";""
1600000;"OPOLSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"punkty gastronomiczne";"2020";2;"ob.";""
1600000;"OPOLSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"punkty gastronomiczne";"2021";1;"ob.";""
1600000;"OPOLSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"punkty gastronomiczne";"2022";1;"ob.";""
1600000;"OPOLSKIE";"pokoje gościnne i kwatery agroturystyczne";"restauracje";"2019";3;"ob.";""
1600000;"OPOLSKIE";"pokoje gościnne i kwatery agroturystyczne";"restauracje";"2020";2;"ob.";""
1600000;"OPOLSKIE";"pokoje gościnne i kwatery agroturystyczne";"restauracje";"2021";4;"ob.";""
1600000;"OPOLSKIE";"pokoje gościnne i kwatery agroturystyczne";"restauracje";"2022";2;"ob.";""
1600000;"OPOLSKIE";"pokoje gościnne i kwatery agroturystyczne";"bary i kawiarnie";"2019";2;"ob.";""
1600000;"OPOLSKIE";"pokoje gościnne i kwatery agroturystyczne";"bary i kawiarnie";"2020";3;"ob.";""
1600000;"OPOLSKIE";"pokoje gościnne i kwatery agroturystyczne";"bary i kawiarnie";"2021";2;"ob.";""
1600000;"OPOLSKIE";"pokoje gościnne i kwatery agroturystyczne";"bary i kawiarnie";"2022";1;"ob.";""
1600000;"OPOLSKIE";"pokoje gościnne i kwatery agroturystyczne";"stołówki";"2019";2;"ob.";""
1600000;"OPOLSKIE";"pokoje gościnne i kwatery agroturystyczne";"stołówki";"2020";0;"ob.";""
1600000;"OPOLSKIE";"pokoje gościnne i kwatery agroturystyczne";"stołówki";"2021";0;"ob.";""
1600000;"OPOLSKIE";"pokoje gościnne i kwatery agroturystyczne";"stołówki";"2022";0;"ob.";""
1600000;"OPOLSKIE";"pokoje gościnne i kwatery agroturystyczne";"punkty gastronomiczne";"2019";0;"ob.";""
1600000;"OPOLSKIE";"pokoje gościnne i kwatery agroturystyczne";"punkty gastronomiczne";"2020";0;"ob.";""
1600000;"OPOLSKIE";"pokoje gościnne i kwatery agroturystyczne";"punkty gastronomiczne";"2021";0;"ob.";""
1600000;"OPOLSKIE";"pokoje gościnne i kwatery agroturystyczne";"punkty gastronomiczne";"2022";0;"ob.";""
1600000;"OPOLSKIE";"pozostałe obiekty niesklasyfikowane";"restauracje";"2019";5;"ob.";""
1600000;"OPOLSKIE";"pozostałe obiekty niesklasyfikowane";"restauracje";"2020";4;"ob.";""
1600000;"OPOLSKIE";"pozostałe obiekty niesklasyfikowane";"restauracje";"2021";2;"ob.";""
1600000;"OPOLSKIE";"pozostałe obiekty niesklasyfikowane";"restauracje";"2022";3;"ob.";""
1600000;"OPOLSKIE";"pozostałe obiekty niesklasyfikowane";"bary i kawiarnie";"2019";1;"ob.";""
1600000;"OPOLSKIE";"pozostałe obiekty niesklasyfikowane";"bary i kawiarnie";"2020";1;"ob.";""
1600000;"OPOLSKIE";"pozostałe obiekty niesklasyfikowane";"bary i kawiarnie";"2021";0;"ob.";""
1600000;"OPOLSKIE";"pozostałe obiekty niesklasyfikowane";"bary i kawiarnie";"2022";1;"ob.";""
1600000;"OPOLSKIE";"pozostałe obiekty niesklasyfikowane";"stołówki";"2019";2;"ob.";""
1600000;"OPOLSKIE";"pozostałe obiekty niesklasyfikowane";"stołówki";"2020";1;"ob.";""
1600000;"OPOLSKIE";"pozostałe obiekty niesklasyfikowane";"stołówki";"2021";1;"ob.";""
1600000;"OPOLSKIE";"pozostałe obiekty niesklasyfikowane";"stołówki";"2022";2;"ob.";""
1600000;"OPOLSKIE";"pozostałe obiekty niesklasyfikowane";"punkty gastronomiczne";"2019";1;"ob.";""
1600000;"OPOLSKIE";"pozostałe obiekty niesklasyfikowane";"punkty gastronomiczne";"2020";1;"ob.";""
1600000;"OPOLSKIE";"pozostałe obiekty niesklasyfikowane";"punkty gastronomiczne";"2021";2;"ob.";""
1600000;"OPOLSKIE";"pozostałe obiekty niesklasyfikowane";"punkty gastronomiczne";"2022";1;"ob.";""
1800000;"PODKARPACKIE";"ogółem";"restauracje";"2019";204;"ob.";""
1800000;"PODKARPACKIE";"ogółem";"restauracje";"2020";182;"ob.";""
1800000;"PODKARPACKIE";"ogółem";"restauracje";"2021";185;"ob.";""
1800000;"PODKARPACKIE";"ogółem";"restauracje";"2022";184;"ob.";""
1800000;"PODKARPACKIE";"ogółem";"bary i kawiarnie";"2019";107;"ob.";""
1800000;"PODKARPACKIE";"ogółem";"bary i kawiarnie";"2020";85;"ob.";""
1800000;"PODKARPACKIE";"ogółem";"bary i kawiarnie";"2021";103;"ob.";""
1800000;"PODKARPACKIE";"ogółem";"bary i kawiarnie";"2022";87;"ob.";""
1800000;"PODKARPACKIE";"ogółem";"stołówki";"2019";65;"ob.";""
1800000;"PODKARPACKIE";"ogółem";"stołówki";"2020";62;"ob.";""
1800000;"PODKARPACKIE";"ogółem";"stołówki";"2021";76;"ob.";""
1800000;"PODKARPACKIE";"ogółem";"stołówki";"2022";74;"ob.";""
1800000;"PODKARPACKIE";"ogółem";"punkty gastronomiczne";"2019";26;"ob.";""
1800000;"PODKARPACKIE";"ogółem";"punkty gastronomiczne";"2020";27;"ob.";""
1800000;"PODKARPACKIE";"ogółem";"punkty gastronomiczne";"2021";22;"ob.";""
1800000;"PODKARPACKIE";"ogółem";"punkty gastronomiczne";"2022";25;"ob.";""
1800000;"PODKARPACKIE";"hotele";"restauracje";"2019";134;"ob.";""
1800000;"PODKARPACKIE";"hotele";"restauracje";"2020";123;"ob.";""
1800000;"PODKARPACKIE";"hotele";"restauracje";"2021";125;"ob.";""
1800000;"PODKARPACKIE";"hotele";"restauracje";"2022";120;"ob.";""
1800000;"PODKARPACKIE";"hotele";"bary i kawiarnie";"2019";62;"ob.";""
1800000;"PODKARPACKIE";"hotele";"bary i kawiarnie";"2020";46;"ob.";""
1800000;"PODKARPACKIE";"hotele";"bary i kawiarnie";"2021";64;"ob.";""
1800000;"PODKARPACKIE";"hotele";"bary i kawiarnie";"2022";55;"ob.";""
1800000;"PODKARPACKIE";"hotele";"stołówki";"2019";3;"ob.";""
1800000;"PODKARPACKIE";"hotele";"stołówki";"2020";2;"ob.";""
1800000;"PODKARPACKIE";"hotele";"stołówki";"2021";4;"ob.";""
1800000;"PODKARPACKIE";"hotele";"stołówki";"2022";7;"ob.";""
1800000;"PODKARPACKIE";"hotele";"punkty gastronomiczne";"2019";5;"ob.";""
1800000;"PODKARPACKIE";"hotele";"punkty gastronomiczne";"2020";5;"ob.";""
1800000;"PODKARPACKIE";"hotele";"punkty gastronomiczne";"2021";7;"ob.";""
1800000;"PODKARPACKIE";"hotele";"punkty gastronomiczne";"2022";6;"ob.";""
1800000;"PODKARPACKIE";"motele";"restauracje";"2019";5;"ob.";""
1800000;"PODKARPACKIE";"motele";"restauracje";"2020";3;"ob.";""
1800000;"PODKARPACKIE";"motele";"restauracje";"2021";3;"ob.";""
1800000;"PODKARPACKIE";"motele";"restauracje";"2022";3;"ob.";""
1800000;"PODKARPACKIE";"motele";"bary i kawiarnie";"2019";0;"ob.";""
1800000;"PODKARPACKIE";"motele";"bary i kawiarnie";"2020";1;"ob.";""
1800000;"PODKARPACKIE";"motele";"bary i kawiarnie";"2021";1;"ob.";""
1800000;"PODKARPACKIE";"motele";"bary i kawiarnie";"2022";1;"ob.";""
1800000;"PODKARPACKIE";"motele";"stołówki";"2019";0;"ob.";""
1800000;"PODKARPACKIE";"motele";"stołówki";"2020";0;"ob.";""
1800000;"PODKARPACKIE";"motele";"stołówki";"2021";1;"ob.";""
1800000;"PODKARPACKIE";"motele";"stołówki";"2022";1;"ob.";""
1800000;"PODKARPACKIE";"motele";"punkty gastronomiczne";"2019";0;"ob.";""
1800000;"PODKARPACKIE";"motele";"punkty gastronomiczne";"2020";0;"ob.";""
1800000;"PODKARPACKIE";"motele";"punkty gastronomiczne";"2021";1;"ob.";""
1800000;"PODKARPACKIE";"motele";"punkty gastronomiczne";"2022";1;"ob.";""
1800000;"PODKARPACKIE";"pensjonaty";"restauracje";"2019";9;"ob.";""
1800000;"PODKARPACKIE";"pensjonaty";"restauracje";"2020";9;"ob.";""
1800000;"PODKARPACKIE";"pensjonaty";"restauracje";"2021";9;"ob.";""
1800000;"PODKARPACKIE";"pensjonaty";"restauracje";"2022";7;"ob.";""
1800000;"PODKARPACKIE";"pensjonaty";"bary i kawiarnie";"2019";3;"ob.";""
1800000;"PODKARPACKIE";"pensjonaty";"bary i kawiarnie";"2020";1;"ob.";""
1800000;"PODKARPACKIE";"pensjonaty";"bary i kawiarnie";"2021";2;"ob.";""
1800000;"PODKARPACKIE";"pensjonaty";"bary i kawiarnie";"2022";2;"ob.";""
1800000;"PODKARPACKIE";"pensjonaty";"stołówki";"2019";1;"ob.";""
1800000;"PODKARPACKIE";"pensjonaty";"stołówki";"2020";1;"ob.";""
1800000;"PODKARPACKIE";"pensjonaty";"stołówki";"2021";1;"ob.";""
1800000;"PODKARPACKIE";"pensjonaty";"stołówki";"2022";0;"ob.";""
1800000;"PODKARPACKIE";"pensjonaty";"punkty gastronomiczne";"2019";0;"ob.";""
1800000;"PODKARPACKIE";"pensjonaty";"punkty gastronomiczne";"2020";0;"ob.";""
1800000;"PODKARPACKIE";"pensjonaty";"punkty gastronomiczne";"2021";0;"ob.";""
1800000;"PODKARPACKIE";"pensjonaty";"punkty gastronomiczne";"2022";0;"ob.";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"restauracje";"2019";34;"ob.";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"restauracje";"2020";28;"ob.";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"restauracje";"2021";28;"ob.";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"restauracje";"2022";33;"ob.";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"bary i kawiarnie";"2019";14;"ob.";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"bary i kawiarnie";"2020";11;"ob.";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"bary i kawiarnie";"2021";16;"ob.";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"bary i kawiarnie";"2022";11;"ob.";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"stołówki";"2019";3;"ob.";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"stołówki";"2020";5;"ob.";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"stołówki";"2021";7;"ob.";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"stołówki";"2022";5;"ob.";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"punkty gastronomiczne";"2019";1;"ob.";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"punkty gastronomiczne";"2020";3;"ob.";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"punkty gastronomiczne";"2021";0;"ob.";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"punkty gastronomiczne";"2022";6;"ob.";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"restauracje";"2019";1;"ob.";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"restauracje";"2020";1;"ob.";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"restauracje";"2021";1;"ob.";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"restauracje";"2022";1;"ob.";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"bary i kawiarnie";"2019";1;"ob.";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"bary i kawiarnie";"2020";1;"ob.";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"bary i kawiarnie";"2021";1;"ob.";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"bary i kawiarnie";"2022";1;"ob.";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"stołówki";"2019";4;"ob.";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"stołówki";"2020";2;"ob.";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"stołówki";"2021";1;"ob.";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"stołówki";"2022";2;"ob.";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"punkty gastronomiczne";"2019";0;"ob.";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"punkty gastronomiczne";"2020";0;"ob.";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"punkty gastronomiczne";"2021";0;"ob.";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"punkty gastronomiczne";"2022";2;"ob.";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"restauracje";"2019";2;"ob.";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"restauracje";"2020";4;"ob.";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"restauracje";"2021";3;"ob.";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"restauracje";"2022";3;"ob.";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"bary i kawiarnie";"2019";7;"ob.";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"bary i kawiarnie";"2020";4;"ob.";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"bary i kawiarnie";"2021";2;"ob.";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"bary i kawiarnie";"2022";2;"ob.";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"stołówki";"2019";6;"ob.";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"stołówki";"2020";8;"ob.";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"stołówki";"2021";7;"ob.";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"stołówki";"2022";8;"ob.";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"punkty gastronomiczne";"2019";2;"ob.";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"punkty gastronomiczne";"2020";1;"ob.";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"punkty gastronomiczne";"2021";3;"ob.";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"punkty gastronomiczne";"2022";1;"ob.";""
1800000;"PODKARPACKIE";"ośrodki kolonijne";"restauracje";"2019";0;"ob.";""
1800000;"PODKARPACKIE";"ośrodki kolonijne";"restauracje";"2020";0;"ob.";""
1800000;"PODKARPACKIE";"ośrodki kolonijne";"restauracje";"2021";0;"ob.";""
1800000;"PODKARPACKIE";"ośrodki kolonijne";"restauracje";"2022";0;"ob.";""
1800000;"PODKARPACKIE";"ośrodki kolonijne";"bary i kawiarnie";"2019";0;"ob.";""
