"Kod";"Nazwa";"Zaplecze konferencyjne";"Rok";"Wartosc";"Jednostka miary";"Atrybut"
2800000;"WARMIŃSKO-MAZURSKIE";"z rzutnikiem pisma";"2021";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"z komputerem/laptopem na wyposażeniu";"2009";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"z komputerem/laptopem na wyposażeniu";"2013";121;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"z komputerem/laptopem na wyposażeniu";"2017";140;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"z komputerem/laptopem na wyposażeniu";"2021";83;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"z siecią WiFi na terenie obiektu";"2009";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"z siecią WiFi na terenie obiektu";"2013";258;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"z siecią WiFi na terenie obiektu";"2017";316;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"z siecią WiFi na terenie obiektu";"2021";268;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"z komputerem";"2009";86;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"z komputerem";"2013";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"z komputerem";"2017";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"z komputerem";"2021";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"z zestawem audio-wideo";"2009";100;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"z zestawem audio-wideo";"2013";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"z zestawem audio-wideo";"2017";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"z zestawem audio-wideo";"2021";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"z rzutnikiem/projektorem";"2009";115;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"z rzutnikiem/projektorem";"2013";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"z rzutnikiem/projektorem";"2017";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"z rzutnikiem/projektorem";"2021";;"ob.";""
3000000;"WIELKOPOLSKIE";"z salą konferencyjną";"2009";245;"ob.";""
3000000;"WIELKOPOLSKIE";"z salą konferencyjną";"2013";304;"ob.";""
3000000;"WIELKOPOLSKIE";"z salą konferencyjną";"2017";295;"ob.";""
3000000;"WIELKOPOLSKIE";"z salą konferencyjną";"2021";248;"ob.";""
3000000;"WIELKOPOLSKIE";"liczba sal konferencyjnych";"2009";569;"szt.";""
3000000;"WIELKOPOLSKIE";"liczba sal konferencyjnych";"2013";667;"szt.";""
3000000;"WIELKOPOLSKIE";"liczba sal konferencyjnych";"2017";674;"szt.";""
3000000;"WIELKOPOLSKIE";"liczba sal konferencyjnych";"2021";562;"szt.";""
3000000;"WIELKOPOLSKIE";"liczba miejsc w salach konferencyjnych";"2009";31771;"msc.";""
3000000;"WIELKOPOLSKIE";"liczba miejsc w salach konferencyjnych";"2013";41058;"msc.";""
3000000;"WIELKOPOLSKIE";"liczba miejsc w salach konferencyjnych";"2017";42637;"msc.";""
3000000;"WIELKOPOLSKIE";"liczba miejsc w salach konferencyjnych";"2021";34450;"msc.";""
3000000;"WIELKOPOLSKIE";"z nagłośnieniem";"2009";194;"ob.";""
3000000;"WIELKOPOLSKIE";"z nagłośnieniem";"2013";261;"ob.";""
3000000;"WIELKOPOLSKIE";"z nagłośnieniem";"2017";247;"ob.";""
3000000;"WIELKOPOLSKIE";"z nagłośnieniem";"2021";180;"ob.";""
3000000;"WIELKOPOLSKIE";"z mikrofonem bezprzewodowym";"2009";166;"ob.";""
3000000;"WIELKOPOLSKIE";"z mikrofonem bezprzewodowym";"2013";227;"ob.";""
3000000;"WIELKOPOLSKIE";"z mikrofonem bezprzewodowym";"2017";221;"ob.";""
3000000;"WIELKOPOLSKIE";"z mikrofonem bezprzewodowym";"2021";187;"ob.";""
3000000;"WIELKOPOLSKIE";"z projektorem multimedialnym";"2009";;"ob.";""
3000000;"WIELKOPOLSKIE";"z projektorem multimedialnym";"2013";;"ob.";""
3000000;"WIELKOPOLSKIE";"z projektorem multimedialnym";"2017";263;"ob.";""
3000000;"WIELKOPOLSKIE";"z projektorem multimedialnym";"2021";201;"ob.";""
3000000;"WIELKOPOLSKIE";"z zestawem do wideokonferencji";"2009";;"ob.";""
3000000;"WIELKOPOLSKIE";"z zestawem do wideokonferencji";"2013";;"ob.";""
3000000;"WIELKOPOLSKIE";"z zestawem do wideokonferencji";"2017";74;"ob.";""
3000000;"WIELKOPOLSKIE";"z zestawem do wideokonferencji";"2021";84;"ob.";""
3000000;"WIELKOPOLSKIE";"z rzutnikiem slajdów";"2009";;"ob.";""
3000000;"WIELKOPOLSKIE";"z rzutnikiem slajdów";"2013";252;"ob.";""
3000000;"WIELKOPOLSKIE";"z rzutnikiem slajdów";"2017";;"ob.";""
3000000;"WIELKOPOLSKIE";"z rzutnikiem slajdów";"2021";;"ob.";""
3000000;"WIELKOPOLSKIE";"z zestawem wideo";"2009";;"ob.";""
3000000;"WIELKOPOLSKIE";"z zestawem wideo";"2013";199;"ob.";""
3000000;"WIELKOPOLSKIE";"z zestawem wideo";"2017";;"ob.";""
3000000;"WIELKOPOLSKIE";"z zestawem wideo";"2021";;"ob.";""
3000000;"WIELKOPOLSKIE";"z obsługą techniczną";"2009";154;"ob.";""
3000000;"WIELKOPOLSKIE";"z obsługą techniczną";"2013";180;"ob.";""
3000000;"WIELKOPOLSKIE";"z obsługą techniczną";"2017";159;"ob.";""
3000000;"WIELKOPOLSKIE";"z obsługą techniczną";"2021";129;"ob.";""
3000000;"WIELKOPOLSKIE";"z ekranem";"2009";204;"ob.";""
3000000;"WIELKOPOLSKIE";"z ekranem";"2013";297;"ob.";""
3000000;"WIELKOPOLSKIE";"z ekranem";"2017";282;"ob.";""
3000000;"WIELKOPOLSKIE";"z ekranem";"2021";222;"ob.";""
3000000;"WIELKOPOLSKIE";"z flipchartem (tablica suchościeralna)";"2009";168;"ob.";""
3000000;"WIELKOPOLSKIE";"z flipchartem (tablica suchościeralna)";"2013";257;"ob.";""
3000000;"WIELKOPOLSKIE";"z flipchartem (tablica suchościeralna)";"2017";263;"ob.";""
3000000;"WIELKOPOLSKIE";"z flipchartem (tablica suchościeralna)";"2021";206;"ob.";""
3000000;"WIELKOPOLSKIE";"z rzutnikiem pisma";"2009";;"ob.";""
3000000;"WIELKOPOLSKIE";"z rzutnikiem pisma";"2013";158;"ob.";""
3000000;"WIELKOPOLSKIE";"z rzutnikiem pisma";"2017";;"ob.";""
3000000;"WIELKOPOLSKIE";"z rzutnikiem pisma";"2021";;"ob.";""
3000000;"WIELKOPOLSKIE";"z komputerem/laptopem na wyposażeniu";"2009";;"ob.";""
3000000;"WIELKOPOLSKIE";"z komputerem/laptopem na wyposażeniu";"2013";229;"ob.";""
3000000;"WIELKOPOLSKIE";"z komputerem/laptopem na wyposażeniu";"2017";186;"ob.";""
3000000;"WIELKOPOLSKIE";"z komputerem/laptopem na wyposażeniu";"2021";119;"ob.";""
3000000;"WIELKOPOLSKIE";"z siecią WiFi na terenie obiektu";"2009";;"ob.";""
3000000;"WIELKOPOLSKIE";"z siecią WiFi na terenie obiektu";"2013";410;"ob.";""
3000000;"WIELKOPOLSKIE";"z siecią WiFi na terenie obiektu";"2017";454;"ob.";""
3000000;"WIELKOPOLSKIE";"z siecią WiFi na terenie obiektu";"2021";405;"ob.";""
3000000;"WIELKOPOLSKIE";"z komputerem";"2009";171;"ob.";""
3000000;"WIELKOPOLSKIE";"z komputerem";"2013";;"ob.";""
3000000;"WIELKOPOLSKIE";"z komputerem";"2017";;"ob.";""
3000000;"WIELKOPOLSKIE";"z komputerem";"2021";;"ob.";""
3000000;"WIELKOPOLSKIE";"z zestawem audio-wideo";"2009";184;"ob.";""
3000000;"WIELKOPOLSKIE";"z zestawem audio-wideo";"2013";;"ob.";""
3000000;"WIELKOPOLSKIE";"z zestawem audio-wideo";"2017";;"ob.";""
3000000;"WIELKOPOLSKIE";"z zestawem audio-wideo";"2021";;"ob.";""
3000000;"WIELKOPOLSKIE";"z rzutnikiem/projektorem";"2009";205;"ob.";""
3000000;"WIELKOPOLSKIE";"z rzutnikiem/projektorem";"2013";;"ob.";""
3000000;"WIELKOPOLSKIE";"z rzutnikiem/projektorem";"2017";;"ob.";""
3000000;"WIELKOPOLSKIE";"z rzutnikiem/projektorem";"2021";;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z salą konferencyjną";"2009";244;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z salą konferencyjną";"2013";283;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z salą konferencyjną";"2017";275;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z salą konferencyjną";"2021";241;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"liczba sal konferencyjnych";"2009";387;"szt.";""
3200000;"ZACHODNIOPOMORSKIE";"liczba sal konferencyjnych";"2013";485;"szt.";""
3200000;"ZACHODNIOPOMORSKIE";"liczba sal konferencyjnych";"2017";474;"szt.";""
3200000;"ZACHODNIOPOMORSKIE";"liczba sal konferencyjnych";"2021";434;"szt.";""
3200000;"ZACHODNIOPOMORSKIE";"liczba miejsc w salach konferencyjnych";"2009";25813;"msc.";""
3200000;"ZACHODNIOPOMORSKIE";"liczba miejsc w salach konferencyjnych";"2013";30871;"msc.";""
3200000;"ZACHODNIOPOMORSKIE";"liczba miejsc w salach konferencyjnych";"2017";33817;"msc.";""
3200000;"ZACHODNIOPOMORSKIE";"liczba miejsc w salach konferencyjnych";"2021";27147;"msc.";""
3200000;"ZACHODNIOPOMORSKIE";"z nagłośnieniem";"2009";199;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z nagłośnieniem";"2013";228;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z nagłośnieniem";"2017";261;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z nagłośnieniem";"2021";183;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z mikrofonem bezprzewodowym";"2009";181;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z mikrofonem bezprzewodowym";"2013";224;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z mikrofonem bezprzewodowym";"2017";240;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z mikrofonem bezprzewodowym";"2021";169;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z projektorem multimedialnym";"2009";;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z projektorem multimedialnym";"2013";;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z projektorem multimedialnym";"2017";261;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z projektorem multimedialnym";"2021";196;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z zestawem do wideokonferencji";"2009";;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z zestawem do wideokonferencji";"2013";;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z zestawem do wideokonferencji";"2017";79;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z zestawem do wideokonferencji";"2021";73;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z rzutnikiem slajdów";"2009";;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z rzutnikiem slajdów";"2013";201;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z rzutnikiem slajdów";"2017";;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z rzutnikiem slajdów";"2021";;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z zestawem wideo";"2009";;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z zestawem wideo";"2013";197;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z zestawem wideo";"2017";;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z zestawem wideo";"2021";;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z obsługą techniczną";"2009";154;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z obsługą techniczną";"2013";169;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z obsługą techniczną";"2017";170;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z obsługą techniczną";"2021";115;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z ekranem";"2009";189;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z ekranem";"2013";257;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z ekranem";"2017";273;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z ekranem";"2021";198;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z flipchartem (tablica suchościeralna)";"2009";111;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z flipchartem (tablica suchościeralna)";"2013";210;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z flipchartem (tablica suchościeralna)";"2017";235;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z flipchartem (tablica suchościeralna)";"2021";171;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z rzutnikiem pisma";"2009";;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z rzutnikiem pisma";"2013";117;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z rzutnikiem pisma";"2017";;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z rzutnikiem pisma";"2021";;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z komputerem/laptopem na wyposażeniu";"2009";;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z komputerem/laptopem na wyposażeniu";"2013";232;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z komputerem/laptopem na wyposażeniu";"2017";216;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z komputerem/laptopem na wyposażeniu";"2021";133;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z siecią WiFi na terenie obiektu";"2009";;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z siecią WiFi na terenie obiektu";"2013";536;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z siecią WiFi na terenie obiektu";"2017";948;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z siecią WiFi na terenie obiektu";"2021";847;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z komputerem";"2009";193;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z komputerem";"2013";;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z komputerem";"2017";;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z komputerem";"2021";;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z zestawem audio-wideo";"2009";195;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z zestawem audio-wideo";"2013";;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z zestawem audio-wideo";"2017";;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z zestawem audio-wideo";"2021";;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z rzutnikiem/projektorem";"2009";186;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z rzutnikiem/projektorem";"2013";;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z rzutnikiem/projektorem";"2017";;"ob.";""
3200000;"ZACHODNIOPOMORSKIE";"z rzutnikiem/projektorem";"2021";;"ob.";""
